EmailID,Contains_Offer,Contains_Win,Contains_Financial,Email_Length,Capital_Letter_Ratio,Spam
4649,Yes,No,Yes,427,0.22,Yes
4650,Yes,Yes,Yes,197,0.24,No
4651,Yes,Yes,No,395,0.23,Yes
4652,Yes,Yes,Yes,196,0.04,Yes
4653,No,Yes,Yes,334,0.17,Yes
4654,No,No,Yes,135,0.05,Yes
4655,Yes,Yes,No,291,0.27,Yes
4656,Yes,Yes,No,171,0.18,Yes
4657,No,Yes,No,472,0.15,Yes
4658,No,Yes,No,463,0.01,No
4659,No,Yes,No,445,0.06,No
4660,Yes,Yes,No,292,0.18,No
4661,No,Yes,No,310,0.19,Yes
4662,Yes,Yes,No,383,0.23,Yes
4663,Yes,No,No,186,0.12,No
4664,Yes,Yes,Yes,203,0.27,No
4665,No,No,Yes,149,0.26,No
4666,No,No,Yes,265,0.03,Yes
4667,No,No,No,489,0.23,No
4668,Yes,No,Yes,256,0.16,Yes
4669,No,Yes,No,315,0.23,Yes
4670,No,No,No,500,0.09,Yes
4671,Yes,No,No,361,0.28,Yes
4672,No,Yes,Yes,444,0.11,No
4673,No,No,Yes,346,0.08,Yes
4674,Yes,No,Yes,477,0.08,No
4675,Yes,Yes,Yes,460,0.2,Yes
4676,No,No,No,207,0.27,Yes
4677,Yes,No,No,487,0.24,Yes
4678,Yes,No,Yes,369,0.17,Yes
4679,Yes,Yes,No,122,0.12,Yes
4680,No,No,Yes,347,0.08,Yes
4681,Yes,Yes,Yes,242,0.02,Yes
4682,Yes,No,No,108,0.17,Yes
4683,No,Yes,Yes,476,0.21,No
4684,No,No,Yes,317,0.27,Yes
4685,Yes,Yes,No,136,0.03,Yes
4686,Yes,Yes,No,321,0.14,Yes
4687,Yes,No,Yes,384,0.27,No
4688,Yes,No,No,178,0.28,Yes
4689,Yes,No,Yes,188,0.17,No
4690,Yes,No,Yes,213,0.27,No
4691,Yes,Yes,Yes,336,0.3,No
4692,Yes,Yes,Yes,265,0.02,Yes
4693,No,Yes,No,161,0.26,Yes
4694,Yes,Yes,No,336,0.18,Yes
4695,Yes,No,Yes,475,0.23,Yes
4696,Yes,No,No,500,0.21,Yes
4697,Yes,No,No,229,0.28,No
4698,Yes,Yes,Yes,366,0.13,Yes
4699,No,Yes,No,479,0.06,Yes
4700,No,No,No,321,0.06,No
4701,No,No,No,442,0.19,Yes
4702,No,No,Yes,348,0.12,Yes
4703,Yes,Yes,Yes,446,0.09,No
4704,No,No,No,300,0.02,No
4705,Yes,No,Yes,364,0.02,No
4706,No,Yes,Yes,218,0.16,No
4707,No,Yes,No,296,0.13,Yes
4708,No,No,Yes,267,0.01,No
4709,Yes,No,No,105,0.24,No
4710,Yes,No,Yes,318,0.08,Yes
4711,No,Yes,No,245,0.22,No
4712,No,No,Yes,121,0.13,No
4713,Yes,No,No,389,0.29,Yes
4714,No,No,Yes,278,0.21,No
4715,No,No,Yes,175,0.01,Yes
4716,No,No,No,456,0.13,Yes
4717,Yes,Yes,No,251,0.15,No
4718,No,No,Yes,100,0.05,No
4719,Yes,Yes,No,320,0.21,No
4720,Yes,Yes,No,419,0.28,Yes
4721,No,No,Yes,495,0.15,Yes
4722,No,No,No,138,0.01,Yes
4723,Yes,No,Yes,416,0.04,Yes
4724,Yes,No,Yes,427,0.04,No
4725,No,Yes,Yes,389,0.08,Yes
4726,Yes,Yes,No,381,0.16,No
4727,No,No,Yes,101,0.21,Yes
4728,No,Yes,No,170,0.11,No
4729,Yes,No,Yes,367,0.08,Yes
4730,No,No,No,302,0.12,Yes
4731,Yes,No,No,150,0.16,Yes
4732,Yes,Yes,No,153,0.22,Yes
4733,No,No,No,265,0.18,Yes
4734,No,No,No,493,0.24,No
4735,Yes,Yes,No,365,0.22,Yes
4736,Yes,No,No,484,0.2,Yes
4737,No,No,No,371,0.12,Yes
4738,Yes,Yes,No,344,0.22,No
4739,Yes,No,No,321,0.07,No
4740,No,Yes,Yes,209,0.15,No
4741,Yes,Yes,Yes,172,0.23,Yes
4742,Yes,No,Yes,229,0.25,Yes
4743,No,Yes,No,127,0.04,No
4744,No,Yes,Yes,140,0.24,No
4745,Yes,No,Yes,311,0.05,No
4746,Yes,Yes,No,277,0.15,No
4747,Yes,Yes,Yes,488,0.04,Yes
4748,No,Yes,Yes,477,0.09,Yes
4749,Yes,No,No,250,0.22,Yes
4750,Yes,No,Yes,224,0.29,Yes
4751,No,No,Yes,378,0.18,Yes
4752,Yes,No,Yes,378,0.18,No
4753,No,No,Yes,449,0.24,Yes
4754,Yes,Yes,No,454,0.08,Yes
4755,Yes,No,Yes,475,0.2,Yes
4756,No,Yes,Yes,364,0.12,No
4757,Yes,No,Yes,103,0.21,No
4758,Yes,No,Yes,390,0.09,Yes
4759,Yes,No,Yes,406,0.29,Yes
4760,No,Yes,No,208,0.27,Yes
4761,No,No,No,174,0.22,Yes
4762,No,Yes,Yes,259,0.1,No
4763,Yes,Yes,Yes,125,0.07,No
4764,Yes,Yes,Yes,144,0.05,Yes
4765,No,Yes,No,245,0.13,Yes
4766,No,Yes,Yes,245,0.1,No
4767,Yes,Yes,Yes,461,0.06,Yes
4768,Yes,No,No,171,0.07,Yes
4769,No,Yes,No,259,0.19,Yes
4770,No,No,No,391,0.25,No
4771,Yes,Yes,Yes,451,0.29,Yes
4772,Yes,No,Yes,281,0.2,Yes
4773,Yes,Yes,No,288,0.03,No
4774,Yes,No,No,122,0.21,No
4775,Yes,Yes,Yes,251,0.19,No
4776,Yes,Yes,No,123,0.22,No
4777,Yes,No,No,156,0.25,Yes
4778,Yes,Yes,No,390,0.05,Yes
4779,Yes,Yes,Yes,488,0.2,No
4780,Yes,No,No,314,0.23,Yes
4781,No,Yes,No,368,0.29,No
4782,No,No,Yes,392,0.26,Yes
4783,Yes,Yes,Yes,139,0.23,No
4784,No,No,Yes,450,0.07,Yes
4785,Yes,No,No,443,0.08,No
4786,Yes,Yes,No,291,0.11,No
4787,No,Yes,No,134,0.27,Yes
4788,No,Yes,No,400,0.13,No
4789,Yes,No,No,237,0.08,Yes
4790,No,No,Yes,463,0.11,No
4791,Yes,No,Yes,366,0.27,Yes
4792,No,Yes,No,439,0.19,No
4793,No,Yes,Yes,186,0.3,No
4794,No,No,No,269,0.08,Yes
4795,No,No,No,270,0.03,No
4796,Yes,Yes,Yes,144,0.19,Yes
4797,Yes,No,No,234,0.18,No
4798,Yes,Yes,Yes,132,0.04,No
4799,No,No,No,472,0.09,Yes
4800,Yes,No,Yes,333,0.08,No
4801,Yes,No,No,400,0.2,Yes
4802,No,No,Yes,312,0.22,Yes
4803,No,No,Yes,367,0.25,Yes
4804,Yes,No,No,202,0.2,No
4805,Yes,Yes,Yes,152,0.27,No
4806,Yes,No,No,164,0.1,Yes
4807,No,Yes,Yes,232,0.14,Yes
4808,No,No,Yes,286,0.28,No
4809,No,No,No,200,0.07,Yes
4810,Yes,No,Yes,357,0.21,Yes
4811,Yes,Yes,Yes,242,0.25,No
4812,No,Yes,Yes,128,0.23,No
4813,No,Yes,Yes,357,0.23,No
4814,No,No,No,215,0.11,No
4815,No,Yes,Yes,249,0.1,No
4816,Yes,Yes,No,331,0.23,No
4817,No,No,Yes,261,0.09,No
4818,No,No,Yes,434,0.23,No
4819,No,Yes,No,469,0.19,Yes
4820,No,Yes,Yes,449,0.23,No
4821,No,No,No,268,0.22,No
4822,Yes,No,Yes,376,0.01,No
4823,No,No,Yes,172,0.02,Yes
4824,No,No,Yes,228,0.02,No
4825,No,No,Yes,185,0.04,No
4826,No,No,Yes,499,0.12,Yes
4827,No,Yes,No,397,0.13,Yes
4828,No,Yes,Yes,360,0.13,No
4829,No,Yes,No,148,0.12,Yes
4830,Yes,No,Yes,120,0.1,Yes
4831,Yes,Yes,Yes,206,0.09,Yes
4832,No,No,No,318,0.02,No
4833,No,No,Yes,310,0.18,Yes
4834,No,Yes,No,202,0.02,No
4835,Yes,No,Yes,354,0.07,No
4836,Yes,Yes,Yes,308,0.03,Yes
4837,Yes,Yes,No,240,0.29,Yes
4838,Yes,No,No,146,0.08,Yes
4839,Yes,Yes,No,494,0.1,Yes
4840,No,No,Yes,292,0.15,Yes
4841,Yes,Yes,Yes,112,0.22,No
4842,No,Yes,Yes,498,0.25,No
4843,No,Yes,No,362,0.29,No
4844,No,No,No,252,0.07,Yes
4845,No,Yes,No,395,0.3,No
4846,No,No,No,169,0.11,Yes
4847,Yes,No,No,268,0.09,No
4848,Yes,No,Yes,465,0.15,No
4849,No,No,Yes,398,0.24,No
4850,No,No,Yes,292,0.3,Yes
4851,No,No,No,433,0.02,Yes
4852,Yes,No,Yes,448,0.2,Yes
4853,Yes,No,No,355,0.11,No
4854,Yes,Yes,Yes,443,0.07,Yes
4855,No,Yes,Yes,311,0.07,Yes
4856,No,No,No,301,0.08,No
4857,No,Yes,Yes,370,0.02,No
4858,Yes,Yes,Yes,311,0.06,Yes
4859,No,Yes,No,487,0.05,No
4860,No,No,No,259,0.02,No
4861,No,No,Yes,340,0.15,No
4862,No,Yes,Yes,229,0.12,No
4863,No,Yes,No,233,0.16,Yes
4864,Yes,Yes,No,364,0.02,Yes
4865,Yes,Yes,No,195,0.12,No
4866,Yes,No,Yes,414,0.03,Yes
4867,No,Yes,Yes,397,0.29,Yes
4868,No,No,Yes,480,0.17,No
4869,Yes,No,No,346,0.27,No
4870,Yes,Yes,Yes,373,0.17,No
4871,No,Yes,No,420,0.29,No
4872,Yes,Yes,No,129,0.25,No
4873,Yes,No,No,185,0.25,Yes
4874,No,No,Yes,146,0.2,Yes
4875,Yes,Yes,Yes,359,0.14,Yes
4876,No,No,No,494,0.29,Yes
4877,Yes,No,Yes,380,0.08,Yes
4878,No,No,No,320,0.29,No
4879,No,No,Yes,161,0.28,Yes
4880,No,No,No,476,0.07,No
4881,Yes,No,Yes,238,0.11,No
4882,Yes,Yes,Yes,441,0.02,No
4883,No,No,Yes,407,0.05,Yes
4884,No,Yes,No,122,0.12,Yes
4885,Yes,Yes,Yes,109,0.17,Yes
4886,Yes,Yes,No,163,0.22,Yes
4887,Yes,Yes,No,187,0.27,Yes
4888,Yes,Yes,Yes,461,0.08,No
4889,No,Yes,No,422,0.02,No
4890,Yes,No,No,434,0.03,Yes
4891,Yes,No,No,456,0.05,No
4892,Yes,No,No,362,0.04,Yes
4893,No,Yes,No,399,0.17,Yes
4894,Yes,No,No,320,0.14,Yes
4895,No,Yes,No,357,0.08,No
4896,Yes,No,No,377,0.27,Yes
4897,No,No,No,397,0.12,Yes
4898,No,Yes,No,316,0.12,Yes
4899,Yes,No,No,370,0.18,No
4900,Yes,Yes,Yes,335,0.13,Yes
4901,No,Yes,No,179,0.2,Yes
4902,Yes,No,No,433,0.08,Yes
4903,Yes,Yes,No,148,0.03,Yes
4904,Yes,No,Yes,239,0.29,No
4905,No,Yes,Yes,150,0.12,Yes
4906,Yes,No,No,186,0.24,Yes
4907,Yes,No,No,430,0.15,No
4908,Yes,No,Yes,276,0.26,Yes
4909,Yes,Yes,No,184,0.07,No
4910,Yes,No,Yes,426,0.18,No
4911,No,No,No,125,0.08,No
4912,Yes,Yes,No,458,0.04,Yes
4913,No,No,No,373,0.13,Yes
4914,Yes,No,No,344,0.17,No
4915,No,Yes,Yes,192,0.07,No
4916,Yes,Yes,No,299,0.04,No
4917,No,Yes,No,271,0.05,No
4918,No,Yes,No,472,0.12,Yes
4919,No,No,Yes,387,0.2,Yes
4920,No,No,Yes,116,0.07,Yes
4921,No,Yes,Yes,251,0.13,No
4922,Yes,Yes,No,188,0.12,No
4923,No,No,No,324,0.09,No
4924,No,Yes,Yes,471,0.3,No
4925,Yes,No,Yes,301,0.14,No
4926,Yes,Yes,Yes,359,0.29,Yes
4927,No,No,No,471,0.25,No
4928,No,Yes,Yes,438,0.13,Yes
4929,No,No,No,417,0.09,No
4930,No,Yes,Yes,131,0.01,No
4931,Yes,No,Yes,444,0.08,Yes
4932,No,Yes,No,240,0.2,No
4933,No,Yes,No,292,0.09,Yes
4934,No,No,No,114,0.2,Yes
4935,Yes,No,Yes,354,0.22,No
4936,Yes,Yes,No,220,0.02,No
4937,No,Yes,Yes,396,0.08,Yes
4938,Yes,Yes,No,451,0.22,Yes
4939,No,No,No,325,0.28,Yes
4940,No,Yes,No,214,0.2,No
4941,Yes,No,Yes,242,0.15,Yes
4942,No,Yes,Yes,419,0.13,No
4943,No,No,Yes,317,0.17,No
4944,Yes,Yes,No,387,0.1,Yes
4945,Yes,No,Yes,332,0.03,No
4946,Yes,No,Yes,230,0.14,No
4947,Yes,Yes,Yes,156,0.15,Yes
4948,No,Yes,Yes,306,0.21,Yes
4949,No,No,Yes,294,0.22,No
4950,Yes,No,Yes,238,0.11,Yes
4951,No,No,Yes,366,0.06,Yes
4952,Yes,No,Yes,330,0.13,No
4953,Yes,Yes,No,454,0.15,Yes
4954,Yes,No,Yes,279,0.28,No
4955,No,No,Yes,487,0.07,No
4956,No,Yes,Yes,114,0.1,Yes
4957,Yes,No,Yes,459,0.05,No
4958,Yes,Yes,Yes,441,0.25,No
4959,Yes,Yes,No,158,0.13,Yes
4960,Yes,Yes,No,322,0.19,No
4961,Yes,No,No,499,0.13,No
4962,No,Yes,Yes,249,0.22,No
4963,Yes,Yes,No,244,0.21,Yes
4964,No,No,Yes,493,0.05,No
4965,No,Yes,No,158,0.02,Yes
4966,Yes,Yes,No,188,0.17,Yes
4967,No,No,Yes,361,0.08,Yes
4968,Yes,Yes,No,284,0.13,No
4969,Yes,Yes,Yes,160,0.28,Yes
4970,Yes,No,Yes,327,0.24,No
4971,Yes,No,Yes,317,0.17,No
4972,Yes,No,Yes,152,0.2,Yes
4973,No,Yes,Yes,141,0.16,Yes
4974,No,No,Yes,203,0.1,Yes
4975,No,No,Yes,484,0.1,Yes
4976,No,No,No,439,0.12,Yes
4977,Yes,No,No,390,0.16,Yes
4978,No,Yes,No,321,0.15,Yes
4979,No,No,Yes,153,0.16,Yes
4980,Yes,No,No,325,0.28,Yes
4981,No,Yes,No,419,0.08,Yes
4982,No,Yes,No,423,0.07,Yes
4983,Yes,Yes,No,129,0.12,No
4984,Yes,Yes,No,274,0.28,No
4985,Yes,No,Yes,237,0.03,Yes
4986,Yes,Yes,Yes,343,0.22,No
4987,Yes,No,No,484,0.19,Yes
4988,Yes,Yes,Yes,388,0.03,Yes
4989,Yes,Yes,Yes,309,0.17,Yes
4990,No,Yes,No,234,0.07,No
4991,Yes,No,Yes,126,0.05,Yes
4992,Yes,No,No,177,0.06,No
4993,No,Yes,Yes,247,0.24,Yes
4994,No,Yes,No,125,0.17,No
4995,No,Yes,No,200,0.24,Yes
4996,Yes,No,Yes,270,0.11,No
4997,No,No,Yes,495,0.02,Yes
4998,Yes,Yes,No,329,0.19,Yes
4999,Yes,Yes,No,372,0.12,No
5000,No,No,Yes,204,0.03,Yes
5001,Yes,No,Yes,459,0.14,Yes
5002,No,Yes,No,207,0.25,No
5003,Yes,Yes,No,302,0.08,Yes
5004,Yes,Yes,Yes,224,0.19,Yes
5005,No,No,Yes,499,0.03,No
5006,No,No,No,438,0.13,No
5007,No,No,Yes,436,0.27,No
5008,No,No,Yes,219,0.16,No
5009,No,No,No,369,0.14,Yes
5010,Yes,Yes,Yes,243,0.24,Yes
5011,Yes,No,Yes,132,0.18,No
5012,No,Yes,No,307,0.05,No
5013,Yes,No,Yes,278,0.02,Yes
5014,Yes,Yes,Yes,427,0.03,No
5015,Yes,Yes,Yes,161,0.19,Yes
5016,No,Yes,No,198,0.06,No
5017,Yes,Yes,No,174,0.16,No
5018,No,No,No,230,0.05,Yes
5019,Yes,No,No,425,0.06,No
5020,No,No,Yes,289,0.13,No
5021,No,Yes,No,398,0.03,Yes
5022,No,Yes,No,317,0.14,Yes
5023,No,Yes,Yes,161,0.2,Yes
5024,Yes,Yes,No,289,0.25,No
5025,Yes,No,No,148,0.23,Yes
5026,No,No,No,424,0.08,Yes
5027,Yes,Yes,Yes,298,0.02,Yes
5028,Yes,Yes,Yes,199,0.03,Yes
5029,Yes,Yes,No,385,0.11,No
5030,Yes,No,Yes,200,0.08,No
5031,Yes,Yes,No,476,0.04,Yes
5032,Yes,Yes,No,164,0.13,No
5033,Yes,No,No,209,0.29,No
5034,Yes,Yes,No,215,0.15,No
5035,Yes,No,No,217,0.17,No
5036,No,No,Yes,128,0.15,No
5037,No,Yes,No,312,0.02,No
5038,No,No,No,110,0.1,No
5039,Yes,Yes,No,142,0.08,Yes
5040,No,No,No,452,0.06,No
5041,No,Yes,Yes,474,0.05,No
5042,Yes,Yes,No,330,0.21,No
5043,Yes,No,Yes,342,0.11,No
5044,Yes,No,No,253,0.17,No
5045,Yes,Yes,No,450,0.14,No
5046,No,No,No,187,0.29,No
5047,Yes,Yes,Yes,426,0.23,Yes
5048,No,No,No,447,0.18,Yes
5049,No,No,Yes,365,0.14,Yes
5050,No,Yes,Yes,214,0.25,Yes
5051,Yes,No,Yes,354,0.16,No
5052,No,No,No,143,0.26,Yes
5053,No,No,No,153,0.17,No
5054,No,Yes,No,455,0.01,Yes
5055,No,No,Yes,309,0.16,Yes
5056,Yes,Yes,Yes,277,0.07,No
5057,Yes,Yes,Yes,393,0.07,No
5058,No,Yes,No,183,0.24,Yes
5059,Yes,Yes,Yes,369,0.29,No
5060,No,Yes,No,365,0.12,No
5061,Yes,No,Yes,409,0.11,Yes
5062,No,No,No,263,0.15,Yes
5063,Yes,No,No,156,0.27,Yes
5064,Yes,No,Yes,111,0.1,Yes
5065,No,Yes,No,436,0.07,Yes
5066,Yes,Yes,Yes,382,0.03,No
5067,No,Yes,Yes,138,0.29,No
5068,Yes,No,No,237,0.15,Yes
5069,No,Yes,No,389,0.27,No
5070,Yes,Yes,Yes,305,0.19,No
5071,Yes,Yes,Yes,359,0.19,No
5072,Yes,Yes,Yes,259,0.19,No
5073,No,Yes,No,441,0.06,No
5074,No,No,Yes,467,0.11,Yes
5075,Yes,No,No,284,0.24,Yes
5076,Yes,No,No,406,0.05,No
5077,Yes,No,Yes,156,0.25,No
5078,Yes,No,No,366,0.27,Yes
5079,Yes,Yes,Yes,406,0.23,No
5080,Yes,Yes,Yes,262,0.11,Yes
5081,Yes,Yes,Yes,228,0.24,Yes
5082,No,Yes,No,367,0.03,No
5083,Yes,No,No,277,0.24,Yes
5084,Yes,Yes,Yes,372,0.04,No
5085,Yes,Yes,No,139,0.19,No
5086,Yes,No,No,150,0.14,No
5087,Yes,No,No,161,0.07,No
5088,No,Yes,No,285,0.09,Yes
5089,Yes,No,Yes,393,0.1,Yes
5090,Yes,Yes,No,278,0.21,Yes
5091,Yes,Yes,No,479,0.23,Yes
5092,No,Yes,No,249,0.05,Yes
5093,Yes,Yes,Yes,208,0.28,Yes
5094,No,Yes,Yes,456,0.05,Yes
5095,No,Yes,No,281,0.15,No
5096,Yes,No,No,192,0.23,No
5097,No,Yes,Yes,409,0.29,Yes
5098,No,Yes,Yes,497,0.14,Yes
5099,Yes,Yes,No,332,0.08,No
5100,No,No,No,456,0.21,No
5101,Yes,Yes,No,319,0.09,No
5102,No,Yes,No,423,0.08,No
5103,Yes,No,Yes,202,0.06,Yes
5104,Yes,No,Yes,341,0.17,Yes
5105,Yes,Yes,No,114,0.23,No
5106,Yes,No,Yes,373,0.07,Yes
5107,No,Yes,No,274,0.04,No
5108,Yes,Yes,Yes,158,0.02,Yes
5109,Yes,Yes,Yes,353,0.14,No
5110,Yes,Yes,No,408,0.11,Yes
5111,Yes,No,No,420,0.01,No
5112,Yes,Yes,No,157,0.26,Yes
5113,Yes,Yes,No,490,0.05,Yes
5114,No,Yes,No,207,0.24,No
5115,Yes,No,No,351,0.15,No
5116,No,Yes,Yes,283,0.16,Yes
5117,Yes,No,No,288,0.26,Yes
5118,No,Yes,Yes,190,0.19,Yes
5119,No,No,Yes,382,0.14,No
5120,Yes,Yes,No,415,0.28,No
5121,Yes,No,No,311,0.29,Yes
5122,Yes,No,No,280,0.1,Yes
5123,Yes,Yes,No,191,0.25,No
5124,Yes,No,No,297,0.2,No
5125,Yes,No,No,438,0.15,No
5126,No,Yes,No,353,0.08,Yes
5127,No,No,Yes,447,0.26,No
5128,No,No,No,101,0.2,Yes
5129,Yes,Yes,No,337,0.08,Yes
5130,Yes,Yes,Yes,366,0.22,Yes
5131,Yes,No,Yes,210,0.12,No
5132,No,Yes,Yes,447,0.04,Yes
5133,No,Yes,No,180,0.14,Yes
5134,Yes,No,Yes,225,0.2,Yes
5135,Yes,Yes,No,339,0.24,Yes
5136,No,No,No,359,0.04,Yes
5137,No,Yes,No,378,0.07,No
5138,Yes,No,No,372,0.07,No
5139,Yes,Yes,No,235,0.18,No
5140,Yes,No,Yes,236,0.11,No
5141,No,Yes,Yes,463,0.21,No
5142,No,No,No,129,0.15,No
5143,No,No,No,151,0.14,Yes
5144,No,Yes,No,172,0.28,Yes
5145,Yes,No,Yes,382,0.15,Yes
5146,No,No,Yes,493,0.15,Yes
5147,No,No,Yes,120,0.07,No
5148,No,Yes,Yes,260,0.13,Yes
5149,No,No,No,471,0.07,Yes
5150,Yes,Yes,No,438,0.11,Yes
5151,Yes,Yes,Yes,182,0.15,Yes
5152,No,Yes,Yes,280,0.2,Yes
5153,Yes,Yes,Yes,198,0.04,Yes
5154,Yes,No,Yes,338,0.04,No
5155,No,Yes,Yes,412,0.11,No
5156,No,No,No,312,0.11,Yes
5157,No,Yes,Yes,480,0.16,Yes
5158,Yes,No,Yes,209,0.15,No
5159,Yes,Yes,Yes,214,0.2,No
5160,Yes,No,Yes,251,0.1,No
5161,Yes,No,No,176,0.06,No
5162,Yes,No,Yes,485,0.06,No
5163,No,Yes,Yes,132,0.16,No
5164,No,Yes,Yes,268,0.23,Yes
5165,Yes,Yes,Yes,272,0.28,No
5166,No,No,No,175,0.13,No
5167,No,Yes,No,479,0.1,No
5168,Yes,Yes,Yes,252,0.21,No
5169,Yes,No,Yes,465,0.16,No
5170,No,Yes,Yes,184,0.29,No
5171,Yes,Yes,Yes,309,0.21,No
5172,Yes,Yes,No,161,0.14,No
5173,No,Yes,Yes,388,0.16,No
5174,Yes,No,No,364,0.24,No
5175,No,No,Yes,320,0.14,Yes
5176,Yes,Yes,Yes,174,0.28,Yes
5177,Yes,Yes,Yes,313,0.07,No
5178,No,Yes,Yes,261,0.26,Yes
5179,No,No,Yes,483,0.26,No
5180,No,Yes,No,361,0.19,Yes
5181,No,Yes,Yes,391,0.12,No
5182,Yes,Yes,Yes,106,0.23,No
5183,Yes,No,No,166,0.16,Yes
5184,No,No,Yes,147,0.11,No
5185,Yes,Yes,Yes,322,0.13,Yes
5186,No,Yes,Yes,389,0.29,No
5187,No,Yes,Yes,297,0.23,No
5188,Yes,Yes,No,472,0.19,Yes
5189,Yes,Yes,Yes,404,0.16,Yes
5190,No,No,Yes,114,0.06,Yes
5191,Yes,Yes,Yes,345,0.06,Yes
5192,Yes,No,Yes,101,0.14,No
5193,Yes,No,Yes,441,0.18,No
5194,Yes,No,No,330,0.17,No
5195,No,No,Yes,175,0.27,No
5196,No,No,No,255,0.03,No
5197,Yes,Yes,Yes,114,0.26,No
5198,No,Yes,Yes,269,0.27,No
5199,Yes,No,Yes,237,0.06,No
5200,Yes,No,Yes,153,0.26,Yes
5201,No,Yes,Yes,360,0.18,No
5202,No,No,No,117,0.16,No
5203,No,No,No,186,0.1,No
5204,Yes,Yes,Yes,159,0.22,No
5205,No,No,No,120,0.07,Yes
5206,Yes,Yes,No,373,0.29,No
5207,Yes,No,Yes,344,0.25,Yes
5208,Yes,No,Yes,421,0.09,Yes
5209,Yes,Yes,Yes,248,0.21,No
5210,Yes,Yes,No,279,0.26,No
5211,No,No,Yes,156,0.09,No
5212,Yes,Yes,Yes,104,0.18,No
5213,No,Yes,No,462,0.07,Yes
5214,Yes,No,No,117,0.22,Yes
5215,Yes,No,Yes,215,0.16,No
5216,Yes,No,Yes,453,0.29,No
5217,No,Yes,No,447,0.08,No
5218,No,No,No,398,0.12,No
5219,No,Yes,Yes,170,0.04,Yes
5220,Yes,Yes,Yes,424,0.22,Yes
5221,No,No,No,470,0.01,Yes
5222,Yes,Yes,Yes,149,0.1,No
5223,No,No,Yes,109,0.06,Yes
5224,Yes,Yes,Yes,168,0.05,Yes
5225,No,Yes,Yes,204,0.25,No
5226,Yes,Yes,No,342,0.15,Yes
5227,No,No,No,439,0.08,No
5228,No,Yes,Yes,189,0.25,Yes
5229,Yes,No,Yes,166,0.27,No
5230,No,No,No,359,0.14,No
5231,No,No,Yes,397,0.06,Yes
5232,No,Yes,No,225,0.08,Yes
5233,No,No,Yes,483,0.16,No
5234,No,Yes,No,173,0.02,No
5235,Yes,No,No,320,0.06,No
5236,No,No,Yes,150,0.29,No
5237,No,No,No,128,0.23,No
5238,Yes,No,Yes,267,0.19,Yes
5239,Yes,No,No,312,0.22,No
5240,Yes,Yes,No,499,0.25,No
5241,Yes,Yes,Yes,138,0.03,No
5242,Yes,No,No,462,0.16,No
5243,Yes,No,Yes,429,0.07,Yes
5244,Yes,Yes,Yes,276,0.08,Yes
5245,No,Yes,Yes,304,0.22,No
5246,No,Yes,Yes,425,0.22,Yes
5247,Yes,No,Yes,464,0.22,No
5248,Yes,Yes,Yes,132,0.1,No
5249,Yes,Yes,No,246,0.15,Yes
5250,No,Yes,No,322,0.15,No
5251,Yes,No,Yes,371,0.12,Yes
5252,No,No,Yes,235,0.12,No
5253,No,Yes,Yes,118,0.07,Yes
5254,No,No,Yes,249,0.17,No
5255,Yes,Yes,Yes,145,0.28,Yes
5256,Yes,Yes,No,125,0.23,Yes
5257,No,No,No,222,0.18,Yes
5258,Yes,Yes,No,253,0.17,Yes
5259,Yes,Yes,No,342,0.22,No
5260,Yes,Yes,Yes,159,0.26,Yes
5261,No,No,Yes,409,0.1,Yes
5262,Yes,Yes,No,452,0.21,Yes
5263,No,Yes,Yes,259,0.06,Yes
5264,No,No,No,460,0.26,Yes
5265,No,Yes,No,247,0.08,Yes
5266,No,No,No,341,0.23,Yes
5267,Yes,Yes,No,478,0.06,No
5268,Yes,Yes,Yes,480,0.1,No
5269,Yes,No,No,480,0.05,Yes
5270,No,No,No,498,0.25,No
5271,No,No,Yes,245,0.04,No
5272,Yes,No,Yes,253,0.17,Yes
5273,No,Yes,Yes,287,0.17,Yes
5274,No,No,No,403,0.01,Yes
5275,Yes,Yes,No,202,0.28,No
5276,No,Yes,No,413,0.06,No
5277,Yes,No,Yes,485,0.27,No
5278,Yes,No,No,239,0.19,Yes
5279,No,Yes,No,429,0.14,Yes
5280,Yes,Yes,No,156,0.27,No
5281,Yes,No,Yes,275,0.24,Yes
5282,No,Yes,No,421,0.12,No
5283,No,Yes,Yes,147,0.29,No
5284,Yes,No,No,401,0.27,Yes
5285,Yes,Yes,No,383,0.14,No
5286,No,Yes,Yes,121,0.13,Yes
5287,Yes,Yes,Yes,311,0.17,No
5288,No,No,No,184,0.03,No
5289,Yes,No,No,465,0.13,Yes
5290,No,Yes,No,352,0.08,Yes
5291,No,Yes,Yes,451,0.19,Yes
5292,No,No,Yes,213,0.24,No
5293,No,No,Yes,128,0.05,Yes
5294,No,No,No,239,0.16,No
5295,Yes,No,Yes,286,0.08,No
5296,No,No,Yes,468,0.12,No
5297,No,Yes,Yes,407,0.05,No
5298,Yes,No,No,137,0.16,Yes
5299,No,Yes,Yes,166,0.15,No
5300,No,Yes,Yes,237,0.25,No
5301,Yes,No,No,385,0.21,Yes
5302,No,Yes,Yes,359,0.17,No
5303,No,No,No,161,0.04,Yes
5304,Yes,No,Yes,298,0.1,No
5305,No,No,Yes,295,0.18,Yes
5306,No,Yes,Yes,264,0.12,No
5307,Yes,Yes,No,460,0.2,Yes
5308,Yes,Yes,Yes,334,0.23,Yes
